 ID,Company Name,LOCATION,Lat Long,Test ID 1,Test ID 2,Service Type 1,Service Type 2,Service Type 3,Abbv.,Text Description,Phone Number,Phone 2,Extension,Web Address,Main Email,State,Zip Code,County,Region,Hours,Hours of Service,Main Name,Main First,Main Last,Main Contact Position,Main Contact Phone,Main Contact Email,Secondary Name,Secondary First Name,Secondary Last Name,Secondary Contact Position,Secondary Contact Phone,Secondary Contact Email,Image,SEARCH INDEX,Tags,Notes,Verified,ChannelUsers,Replies Often?,Contacted Often?,Has Been Interviewed?,Draft?,Street View URL,Map Embed URL,Relevant Resources,Resource Types,Favorited,Created,Updated
437,Philadelphia Lawyers for Social Justice,"230 S Broad St #1102, Philadelphia, PA 19102, USA","39.9484052765602, -75.16515737301322",99,,,,,PLSJ,Offers legal services to individuals experiencing homelessness or re-entering the community.,,,,plsephilly.org/,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.152Z,2024-09-22T16:53:29.152Z
436,The People's Paper Co-Op,"2544 Germantown Ave, Philadelphia, PA 19133, USA",,98,,,,,,"Connects formerly incarcerated individuals with artists, lawyers, and others to develop skills and advocate for themselves.",215-225-7830,,,peoplespaperco-op.weebly.com/,info@villagearts.org,,,,,"10 a.m. – 5 p.m.
Monday through Friday",,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.149Z,2025-08-21T18:24:40.015Z
435,Office of Student Rights and Responsibilities,"440 N Broad St, Philadelphia, PA 19130, USA","39.96097270683761, -75.16236870239791",96,,Homelessness,Young Adults,Continuing Education,,"We ensure that all children and youth experiencing homelessness are enrolled, participate, and have the opportunity to succeed in school. Our mission is to reduce and/or eliminate educational barriers using local “best practices” and the authorized activities of the McKinney-Vento Homeless Assistance Act.",215-400-4830,,,philasd.org/studentrights/#homeless,,,19130,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.146Z,2024-09-22T16:53:29.146Z
434,The Philadelphia School,"2501 Lombard St, Philadelphia, PA 19146, USA","39.94684655179244, -75.18227799654116",95,,Young Adults,Counseling,Mental Health Services,,,215-545-5323,,,,,,19146,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.143Z,2024-12-04T21:26:28.170Z
433,Mazzoni Center – Washington West,"1201 Locust St, Philadelphia, PA 19107, USA","39.947833106303875, -75.16090015260205",94,,Support Services,Counseling,Mental Health Services,,"The Mazzoni Center provides quality comprehensive health and wellness services in an LGBTQ-focused environment, while preserving the dignity and improving the quality of life of the individuals we serve.",215-985-9206,,,mazzonicenter.org/about-us/contact-us,,,19107,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.140Z,2024-09-22T16:53:29.140Z
432,Mazzoni Center – Bainbridge,"1348 Bainbridge St, Philadelphia, PA 19147, USA","39.94262288982232, -75.1651136890522",93,,Support Services,Counseling,Mental Health Services,,"The Mazzoni Center provides quality comprehensive health and wellness services in an LGBTQ-focused environment, while preserving the dignity and improving the quality of life of the individuals we serve.",215-563-0652,215-563-0658,,mazzonicenter.org/about-us/contact-us,,,19147,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.138Z,2024-09-22T16:53:29.138Z
431,Second Chances Ministries,"1516 N 5th St Unit 101, Philadelphia, PA 19122, USA","39.97451473316916, -75.14422641698347",90,,Support Services,Counseling,Mental Health Services,,,,,,2ndchance-ministries.org,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.135Z,2024-09-22T16:53:29.135Z
430,Building 21,"6501 Limekiln Pike, Philadelphia, PA 19138, USA","40.05366264819684, -75.15263621839846",89,,Support Services,Counseling,Mental Health Services,,"The School District of Philadelphia and SEPTA provide free trans-passes to students who live 1.5 miles or more from Building 21 Philadelphia. When the trans-passes are delivered to the school, they will be accompanied by a list of students who are eligible to receive one. You will receive a free trans-passes ONLY if your name appears on the list. Free trans-passes will be distributed once a week during Advisory.

Trans-passes are for use from 6:00 AM to 7:00 PM
No evening or weekend use is permitted
Adults may not use SEPTA Student trans passes
Learners will be responsible for the safety and security of the free learner trans-pass
Lost trans-passes: Each learner is expected to maintain the safety and security of the free trans-pass that was issued. Principals will notify the parents about lost trans-passes. Parents will be required to purchase a trans-pass to replace lost passes.",,,,,,,19138,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.132Z,2024-09-22T16:53:29.132Z
429,Community College of Philadelphia,"Community College of Philadelphia, 1700 Spring Garden St, Philadelphia, PA 19121, USA","39.96196376703448, -75.16598584679281",88,,Support Services,Counseling,Mental Health Services,CCP,"Offers affordable credit and non-credit programs, including workforce development and adult education, to help individuals re-entering the community find employment.",,,,ccp.edu,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.129Z,2024-09-22T16:53:29.129Z
426,Lutheran Settlement House,"1340 Frankford Ave, Philadelphia, PA 19125, USA","39.97146959737574, -75.13460645272639",78,,Support Services,Counseling,Mental Health Services,LSH,"Lutheran Settlement House (LSH) is a multi-service non-profit on the border of Fishtown and Kensington. LSH has been serving the community since 1902 through various programs, adapting and responding to the needs of the community at the time. Currently, we offer domestic violence counseling and prevention programs, a family shelter in North Philly, a food pantry, family caregiver counseling, and a senior community center.  Our mission is to build a support system and community for individuals in crisis so that folks can have the stability that everyone deserves and to be able to focus on the things that really matter to them.

Established in 1902, Lutheran Settlement House (LSH) is a non-profit, community-based organization committed to serving children, adults, and families living in Philadelphia. Over the past century, the programs and services offered by LSH have changed in response to the evolving needs of the community. However, the core mission of Lutheran Settlement House — “to empower individuals, families, and communities to achieve and maintain self-sufficiency through an integrated program of social, educational, and advocacy services” — has remained constant.  ",(215) 426-8610,(866) 723-3014,,lutheransettlement.org,,,,,,,,Meg Finley,,,Senior Services and Nutrition Director,215-426-8610 ext. 1204,mfinley@lshphilly.org,Ian Willison,,,Financial Independence,267-961-2363,iwillison@lshphilly.org,"{'url':'3fa187a45162239d45783d154693fb3b3228f47a5f5fe00551e685590c99a724.png','size':62643,'width':2220,'height':739,'filename':'LSH_Logo_Horizontal_Full_ Color.png','metadata':{'width':2220,'height':739,'blurHash':'ejRL^K#4xTxu%L~os*RlXBXUx]R+kDS6Sj?cWFaextoItSbcWCocax','blurHashWidth':32}}",,,"● Food Access
– Meals for Seniors
Weekly grocery distribution, Meals daily at 11:30am
– Food Pantry 
Monday through Friday 9am-3pm
– Community Meals 
Third Thursday of every month
– Holiday Meals 
Holiday food distributions occur as they become available.  Thanksgiving basket distribution usually occurs the Tuesday before Thanksgiving, and advance registration is required. The Thanksgiving Distribution will be announced in October along with registration information. 

● Homeless Services
– Baby, Children, & Youth Supports: 
Latisha Brown-Swans, lswans@lshphilly.org, 215-387-2587 ext. 2125
– Jane Addams Place:
Jessica Collazo, jcollazo@lshphilly.org, 215-387-2587, ext. 2131

● Domestic Violence Services
– General:
Marcella Nyachogo, mslick@lshphilly.org, 215-426-8610, ext. 1278
– Child Counseling:
Abby Squire, asquire@lshphilly.org, 267-210-6716
– Community Education & Training:
Toby Fraser, tfraser@lshphilly.org, 215-426-8610 ext. 1233
– Domestic Violence Housing:
Sydney Rolle, 215-426-8610, ext. 1295
– Masculinity Action Project:
Toby Fraser, tfraser@lshphilly.org, 215-426-8610 ext. 1233
– Medical Advocacy:
Jessica DuBois Palardy, jdubois@lshphilly.org, 215-426-8610 ext. 1265
– Students Talking About Relationships (STAR):
Toby Fraser, tfraser@lshphilly.org, 215-426-8610 ext. 1233
– Survivor’s Network:
India Azzinaro, iazzinaro@lshphilly.org, 267-570-7247
– What is Domestic Violence?:
Robin Walker, rwalker@lshphilly.org, 215-426-8610, ext. 1282
– Counseling Services: 
Camille Stoudt, cstoudt@lshphilly.org, 215-426-8610 ext. 1201

● Senior Services
– Senior Activities:
Caroline Klug, cklug@lshphilly.org, 215-426-8610 ext. 1206
– Senior Community Center:
Mary Thoma, mthoma@lshphilly.org, 215-426-8610 ext. 1202
– Senior Food Access and Nutrition:
Meg Finley, mfinley@lshphilly.org, 215-426-8610, ext. 1204
– Caregiver Support 
Meg Finley, mfinley@lshphilly.org, 215-426-8610, ext. 1204
– Health 
Mary Thoma, mthoma@lshphilly.org, 215-426-8610 ext. 1202",FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.121Z,2024-12-05T00:31:32.548Z
425,Lutheran Settlement House,"1007 W Lehigh Ave, Philadelphia, PA 19133, USA","39.99329539557329, -75.14837084042995",77,,Support Services,Counseling,Mental Health Services,,"Lutheran Settlement House (LSH) is a multi-service non-profit on the border of Fishtown and Kensington. LSH has been serving the community since 1902 through various programs, adapting and responding to the needs of the community at the time. Currently, we offer domestic violence counseling and prevention programs, a family shelter in North Philly, a food pantry, family caregiver counseling, and a senior community center.  Our mission is to build a support system and community for individuals in crisis so that folks can have the stability that everyone deserves and to be able to focus on the things that really matter to them.

Established in 1902, Lutheran Settlement House (LSH) is a non-profit, community-based organization committed to serving children, adults, and families living in Philadelphia. Over the past century, the programs and services offered by LSH have changed in response to the evolving needs of the community. However, the core mission of Lutheran Settlement House — “to empower individuals, families, and communities to achieve and maintain self-sufficiency through an integrated program of social, educational, and advocacy services” — has remained constant.  ",(215) 426-8610,(866) 723-3014,,lutheransettlement.org,,,,,,,,Meg Finley,,,Senior Services and Nutrition Director,215-426-8610 ext. 1204,mfinley@lshphilly.org,Ian Willison,,,Financial Independence,267-961-2363,iwillison@lshphilly.org,"{'url':'0f74900ac4b7f8b74e2c9d6f88203157252bfa78468260349f285cfde96f7df7.png','size':28323,'width':2220,'height':739,'filename':'3fa187a45162239d45783d154693fb3b3228f47a5f5fe00551e685590c99a724.png','metadata':{'width':2220,'height':739,'blurHash':'ejRL^K#4xTxu%L~os*RlXBXUx]R+kDS6Sj?cWFaextoItSbcWCocax','blurHashWidth':32}}",,,"● Food Access
– Meals for Seniors
Weekly grocery distribution, Meals daily at 11:30am
– Food Pantry 
Monday through Friday 9am-3pm
– Community Meals 
Third Thursday of every month
– Holiday Meals 
Holiday food distributions occur as they become available.  Thanksgiving basket distribution usually occurs the Tuesday before Thanksgiving, and advance registration is required. The Thanksgiving Distribution will be announced in October along with registration information. 

● Homeless Services
– Baby, Children, & Youth Supports: 
Latisha Brown-Swans, lswans@lshphilly.org, 215-387-2587 ext. 2125
– Jane Addams Place:
Jessica Collazo, jcollazo@lshphilly.org, 215-387-2587, ext. 2131

● Domestic Violence Services
– General:
Marcella Nyachogo, mslick@lshphilly.org, 215-426-8610, ext. 1278
– Child Counseling:
Abby Squire, asquire@lshphilly.org, 267-210-6716
– Community Education & Training:
Toby Fraser, tfraser@lshphilly.org, 215-426-8610 ext. 1233
– Domestic Violence Housing:
Sydney Rolle, 215-426-8610, ext. 1295
– Masculinity Action Project:
Toby Fraser, tfraser@lshphilly.org, 215-426-8610 ext. 1233
– Medical Advocacy:
Jessica DuBois Palardy, jdubois@lshphilly.org, 215-426-8610 ext. 1265
– Students Talking About Relationships (STAR):
Toby Fraser, tfraser@lshphilly.org, 215-426-8610 ext. 1233
– Survivor’s Network:
India Azzinaro, iazzinaro@lshphilly.org, 267-570-7247
– What is Domestic Violence?:
Robin Walker, rwalker@lshphilly.org, 215-426-8610, ext. 1282
– Counseling Services: 
Camille Stoudt, cstoudt@lshphilly.org, 215-426-8610 ext. 1201

● Senior Services
– Senior Activities:
Caroline Klug, cklug@lshphilly.org, 215-426-8610 ext. 1206
– Senior Community Center:
Mary Thoma, mthoma@lshphilly.org, 215-426-8610 ext. 1202
– Senior Food Access and Nutrition:
Meg Finley, mfinley@lshphilly.org, 215-426-8610, ext. 1204
– Caregiver Support 
Meg Finley, mfinley@lshphilly.org, 215-426-8610, ext. 1204
– Health 
Mary Thoma, mthoma@lshphilly.org, 215-426-8610 ext. 1202",FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.119Z,2024-12-05T00:31:46.087Z
424,The Center for Carceral Communities,"4020 Market St, Philadelphia, PA 19104, USA","39.957079698297036, -75.20285664234966",76,,Support Services,Counseling,Mental Health Services,,"The Center for Carceral Communities, an initiative of the School of Social Policy & Practice at the University of Pennsylvania works collaboratively with neighborhoods in West Philadelphia to help people with a history of incarceration re-engage with the community. We provide free, evidence-based psychosocial services that address the mental health, educational, housing, advocacy and primary care challenges confronting those returning to the community. The Center seeks to reverse the community-to-prison pipeline by helping participants harness their strengths and become leaders in the community. ",267-538-0180,,,thecenterphilly.com/,noam@thecenterphilly.com,PA,19104,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.116Z,2024-09-22T16:53:29.116Z
423,Low-Income Home Energy Assistance Program (LIHEAP),"1163 S Broad St, Philadelphia, PA 19147, USA","39.9358891801595, -75.16686332989664",61,,Support Services,Counseling,Mental Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.114Z,2024-09-22T16:53:29.114Z
422,Esperanza College of Eastern University,"4417 N 6th St, Philadelphia, PA 19140, USA","40.01890642364248, -75.13665002048472",58,,Support Services,Counseling,Mental Health Services,,,215-324-0746,,108,https://esperanza.eastern.edu/,,PA,19140,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.111Z,2024-10-17T18:36:52.344Z
421,Delaware County Family Service Center,"1260 E Woodland Ave #212, Springfield, PA 19064, USA","39.908968287578304, -75.33045831802741",53,,Support Services,Homelessness,Counseling,DCFSC,"Services include residential treatment programs for at-risk children, family service centers, foster care, adoption, immigration services, counseling, senior citizen centers, programming for the elderly, transitional housing, homeless services, and care for medically fragile men and women. CSS further provides community-based education programs to court-adjudicated youth and sponsor residential and community-based care for persons who are developmentally delayed.",610-876-7101,267-331-2490,,cssphiladelphia.org,cssphiladelphia@chs-adphila.org,PA,19013,Delaware,Chester,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.108Z,2024-09-22T16:53:29.108Z
420,"The Cenacle at Padre Pio Center
","1527 Church St, Philadelphia, PA 19124, USA","40.011768497680386, -75.08975495743819",52,,Support Services,Women,Family Reintegration Support,,"The Cenacle at Padre Pio Center is a family nurturing center designed to support pregnant women, new parents, families, and extended families as they build their skills as the first teachers in the life of a child. Services include pregnancy and parenting education, food and diaper pantries, health literacy, educational workshops, and other supportive services.

",267-453-0090,267-331-2490,,cssphiladelphia.org,cssphiladelphia@chs-adphila.org,PA,19124,Philadelphia,Frankford,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.105Z,2024-09-22T16:53:29.105Z
419,Catholic Social Services: Northeast,"7340 Jackson St, Philadelphia, PA 19136, USA","40.03321079433493, -75.03538858580227",50,,Support Services,Homelessness,Counseling,CSS,"Services include residential treatment programs for at-risk children, family service centers, foster care, adoption, immigration services, counseling, senior citizen centers, programming for the elderly, transitional housing, homeless services, and care for medically fragile men and women. CSS further provides community-based education programs to court-adjudicated youth and sponsor residential and community-based care for persons who are developmentally delayed.",215-624-5920,267-331-2490,,cssphiladelphia.org,cssphiladelphia@chs-adphila.org,PA,19136,Philadelphia,Northeast Philadelphia,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.103Z,2024-09-22T16:53:29.103Z
418,Catholic Social Services,"222 N 17th St, Philadelphia, PA 19103, USA","39.95752549944076, -75.16766733816495",48,,Support Services,Homelessness,Counseling,CSS,"Services include residential treatment programs for at-risk children, family service centers, foster care, adoption, immigration services, counseling, senior citizen centers, programming for the elderly, transitional housing, homeless services, and care for medically fragile men and women. CSS further provides community-based education programs to court-adjudicated youth and sponsor residential and community-based care for persons who are developmentally delayed.",215-587-3555,267-331-2490,,cssphiladelphia.org,cssphiladelphia@chs-adphila.org,PA,19103,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.100Z,2024-09-22T16:53:29.100Z
417,Youth Sentencing & Reentry Project,"1528 Walnut St # 515, Philadelphia, PA 19102, USA","39.94967860030689, -75.16729100372838",47,https://ysrp.org/ysrp-featured-on-pbs-series-on-the-lives-of-returning-citizens/,Young Adults,Legal Assistance,Support Services,YSRP,Provides legal representation and reentry support to youth prosecuted in the adult criminal justice system.,267-703-8046,,,ysrp.org,info@ysrp.org,PA,19102,Philadelphia,,,,Bianca Van Heydoorn,Bianca,Van Heydoorn,Executive Director,,bvanheydoorn@ysrp.org,Emily Robb,Emily,Robb,Director of Advocacy,267-703-8050,erobb@ysrp.org,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.098Z,2024-09-22T16:53:29.098Z
416,The ReAwakening Agency,"1114 S 23rd St, Philadelphia, PA 19146, USA",,46,,Support Services,Clothing Assistance,Life Skills Training,,"A reentry organization providing basic necessities, mentorship, and other support. Services offered: support, hygiene products, food, career / education mentorship, community engagement programs ",267-241-7319,,,https://www.aftertheawakening.org/,thereawakeagency@gmail.com,PA,,Philadelphia,The ReAwakening Agency does not have a permanent location,,,Radee Hammett,Radee,Hammett,Founder,267-241-7319,thereawakeagency@gmail.com,,,,,,,"{'url':'4fbd9b5936b4d6e243766266323478930d64c6e49b006811c52ae1ce850beb56.png','size':4880,'width':259,'height':194,'filename':'download.png','metadata':{'width':259,'height':194,'blurHash':'ekQ057-U_4%2tnJ:WAxYxvxYfPR,WXofxukWogxZRPbINGj@t8WXV@','blurHashWidth':32}}",,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.095Z,2024-12-10T21:15:30.644Z
415,Pennsylvania Prison Society,"230 S Broad St #605, Philadelphia, PA 19102, USA","39.94835909895764, -75.16498234408506",45,,Support Services,Family Reintegration Support,Community Reintegration,,"Provides assistance to incarcerated people and their families, work to ensure vital support networks are kept alive while someone is incarcerated, and provide a window into the closed world of prisons, exposing and addressing the most serious issues. Services offered: support line, transportation to SCI prisons, mentorship ",215-564-4775,,,prisonsociety.org/,helpline@prisonsociety.org customerservice@prisonsociety.org,PA,19102,Philadelphia,Across from Academy of Music,,,Kirstin Cornnell,Kirstin,Cornnell,Social Services Director,267-892-9204,kcornnell@prisonsociety.org,https://www.prisonsociety.org/who-we-are,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.092Z,2024-09-22T16:53:29.092Z
414,Why Not Prosper Transitional House for Formerly Incarcerated Women,"717 E Chelten Ave, Philadelphia, PA 19144, USA","40.04475439523725, -75.1656853567775",43,https://www.why-not-prosper.org/resource-app.html,Women,Counseling,Support Services,WNP,"Empowers women returning from prison by providing support and resources to become self-sufficient.

Services offered: general reentry, support groups, employment skills, food/hygiene products, activist work, Basic Needs (Food, Clothing, etc.), Behavioral Health Services, Family-Related Services, Housing Related Services, Legal Services, Community Related Services, Court Advocacy",610-716-1113,,,why-not-prosper.org/,whynotprosper@aol.com,PA,19144,Philadelphia,,,,Rev. Dr. Michelle Anne Simmons,Michelle Anne,Simmons,Founder,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.090Z,2025-02-06T20:12:27.366Z
413,Brown Reentry Consulting,"601 Upland Ave, Brookhaven, PA 19015, USA","39.85519826876763, -75.37854957927385",42,,Support Services,Employment,Jobs,BRC,"Brown Reentry Consulting LLC, a local black-owned consulting firm, concentrates on preparing formerly incarcerated people through individualized employment opportunities and connection to stable housing. Through creativity, flexibility, and community collaboration, BRC provides individualized, person-centered support and training to help formerly incarcerated individuals attain their employment and housing goals.",267-225-7899,,,brownreentryconsulting.org/,admin@brownreentryconsulting.com,PA,19105,Philadelphia,Crozer Mills,,,LeBrian Brown,LeBrian,Brown,President and Founder,267-225-7899,lebrian@brownreentryconsulting.com,Dillon DeRosato,Dillon,DeRosato,Operations Manager,267-225-7899,dillon@brownreentryconsulting.com,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.087Z,2024-10-16T21:55:57.273Z
412,The Simple Way,"3234 Potter St, Philadelphia, PA 19134, USA","39.99783368940796, -75.11212933458826",41,,Support Services,Homelessness,Low Income,,"Food Pantry, Support Services, Neighborhood Gatherings,",215-423-3598,,,thesimpleway.org/,INFO@THESIMPLEWAY.ORG,PA,19134,Philadelphia,,,,Jen Casselberry,Jen,Casselberry,Operations and Development Director,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.083Z,2024-10-16T21:56:17.932Z
411,Pennsylvania Health Law Project,"123 Chestnut St, Philadelphia, PA 19106, USA","39.948619017555245, -75.14381325598478",40,,Benefits,Homelessness,Low Income,PHLP,"When you contact PHLP, they may provide advice or coach you on ways to fix your problem on your own. If you do need a lawyer, they will talk to you about how they might represent you in hearings or other forums.",800-274-3258,,,,staff@phlp.org,PA,19106,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.080Z,2024-10-16T21:56:42.777Z
410,Mamie Nichols Center,"1529 S 22nd St, Philadelphia, PA 19146, USA","39.93253814431196, -75.1811976224768",39,,Support Services,Homelessness,Low Income,,"This program assists Philadelphia residents in achieving financial stability through public benefits submissions. The process begins with a screening for local, state, and federal benefits based on household size and income. If eligible, our counselors assist with application completion and subsequent follow-up to ensure enrollment.",(215) 336-5505,(215) 336-3511,,https://gpca-phila.org,intake@gpca-phila.org,PA,19145,Philadelphia,,,,,,,,,,,,,,,,"{'url':'0a58d7bf5d6366bf1c46d92edde2ba0deb6fc22a92bbe869ed5928f3ae654dcd.png','size':6712,'width':259,'height':194,'filename':'download.png','metadata':{'width':259,'height':194,'blurHash':'eRR{oexu_N.8WE.9odn#SiWB_3s:D%R+WB?HW?V@was,NwWqoMjss:','blurHashWidth':32}}",,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.078Z,2024-12-10T21:18:49.508Z
409,Face To Face,"123 E Price St, Philadelphia, PA 19144, USA","40.03835019842051, -75.17413138051012",38,,Legal Assistance,Homelessness,Low Income,,"This program protects the human, civil and legal rights of low income and homeless individuals. The physical center is staffed by volunteer attorneys and law students. It provides a full range of legal services from consumer to family law. This program provides: Utility assistance, Housing assistance, Help applying for benefits, and Identification services.",215-438-7939,,220,facetofacegermantown.org/,,PA,19144,Philadelphia,St. Vincent de Paul Catholic Church,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.075Z,2024-10-16T21:57:44.099Z
408,Philadelphia VIP,"1500 John F Kennedy Blvd #1850, Philadelphia, PA 19102, USA","39.94919301474018, -75.16620528314392",37,,Housing Assistance,Homelessness,Low Income,,This program leverages the powerful resources of the community to provide quality volunteer estate planning and ensure access to justice for low-income Philadelphians. Phila VIP hopes to serve as many low-income persons and members of vulnerable populations throughout Philadelphia as possible.,215-523-9550,,,phillyvip.org,phillyvip@phillyvip.org,PA,19102,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.072Z,2024-10-16T21:58:06.573Z
407,Pennsylvania Health Access Network,"1501 Cherry St, Philadelphia, PA 19102, USA","39.95580864467246, -75.16504057307674",36,,Insurance,Homelessness,Low Income,PHAN,This program offers free health insurance enrollment to anyone who needs assistance. They are here to make sure you get the best coverage for you and your family.,877-570-3642,,,pahealthaccess.org/gethelp/,,PA,19102,Philadelphia,Friends Center,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.069Z,2024-10-16T21:59:54.480Z
406,Help at Home,"1500 Spring Garden St floor 6 suite b, Philadelphia, PA 19130, USA","39.962538834547885, -75.16420622933506",35,,Caretaking,Homelessness,Low Income,,"Help at Home, which is more commonly referred to as the OPTIONS program, provides assistance to Pennsylvania residents, age 60 and older who would like to stay in their home.",215-515-9926,,,,,PA,19130,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.061Z,2024-10-16T22:00:27.795Z
405,Philadelphia Lawyers for Social Equity,"230 S Broad St suite 1102, Philadelphia, PA 19102, USA","39.948394950369234, -75.16506452819354",34,,Legal Assistance,Homelessness,Low Income,PLSE,PLSE provides free legal representation and assistance with criminal record expungement and pardons to help individuals overcome barriers to reentry.,267-519-5323,,,plsephilly.org,info@plsephilly.org,PA,19102,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.058Z,2024-10-16T22:01:14.226Z
404,Community Legal Services,,"40.00914918387382, -75.15200245871378",33,,Legal Assistance,Homelessness,Low Income,CLS,"Community Legal Services offers free legal assistance in civil matters, including reentry legal issues, housing, employment, and public benefits.",215-227-2400,,,clsphila.org/,,PA,19140,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.055Z,2025-08-14T14:47:32.701Z
403,Community Legal Services,,"39.95091141535426, -75.1652321171963",32,,Legal Assistance,Homelessness,Low Income,CLS,"Community Legal Services offers free legal assistance in civil matters, including reentry legal issues, housing, employment, and public benefits.",215-981-3700,,,clsphila.org/,,PA,19102,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.052Z,2024-10-16T22:02:07.079Z
402,ShopRite Supermarket,,"39.919680551888135, -75.18647747536926",30,,Employment,Jobs,Low Income,,Secondchance employer with positions available – Applications accepted on a rolling basis.,215-336-7300,,,https://www.shoprite.com/sm/pickup/rsid/3000/BrownsSuperStores,,PA,19145,Philadelphia,Quartermaster Plaza,,,,#VALUE!,#VALUE!,,,,Aaliyah,,,,Ext. 103,aaliyah@broadstreetministry.org,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.048Z,2024-09-22T16:53:29.048Z
401,ShopRite Supermarket,,"40.00949780641033, -75.17457024583268",29,,Employment,Jobs,Low Income,,Secondchance employer with positions available – Applications accepted on a rolling basis.,215-717-1222,,,https://www.shoprite.com/sm/pickup/rsid/3000/BrownsSuperStores,,PA,19129,Philadelphia,Bakers Centre,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.045Z,2025-08-14T19:47:13.794Z
